Document Title,Authors,Publication Title,Publication Year,Start Page,End Page,>= 4,Abstract,Abstract Level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
Collaborative innovation research on co-working platform based on Lean Startup model,"Li Y., Guo Q., Fu Z.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2014,491,502,,"In this paper, an infrastructure level and relevant characteristics of a target user focused on co-working platform is raised, exploring the spatial interactive prototypes that aim to build a co-working context and elements of related service system quickly. A web-based open source system integration solution is applied to test the co-working pattern and communication behavior of design teams, mean while, design process management features of cross-cultural remote collaborative platform is explored based on lean user experience design. © 2014 Springer International Publishing.", , ,10.1007/978-3-319-07731-4_49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904104571&doi=10.1007%2f978-3-319-07731-4_49&partnerID=40&md5=3dfc85a3d2b83df7d7a6ea2554b073c8, 
Power converter control framework for agile research and development,"Matzen T.N., Larsen K.B., Jørgensen A.L., Weje M.","2014 IEEE Energy Conversion Congress and Exposition, ECCE 2014",2014,513,520,,"In this work a flexible converter control framework is presented for research and agile development of converter control systems. The platform is composed of a controller board and a software development framework. The control platform is distinguished by flexible pheriphals implemented in a FPGA which also contain a converter model for real-time simulation during control and software development. The converter model simulation facilitates continous integration during control software development. Python is the language used in the framework for C++ template code- and header-generation for modules. The framework include a Matlab/Simulink wrapper so dedicated control modules can be developed and tested using a bottom-up approach in the Simulink environment. Test scripts written in Python are used for automated testing of converter behaviour. A build server running the open source Jenkins contionous integration server enables parallel and contionous integration engineering, where test scripts are executed automatically every time control software is comitted. An example with a back-to-back converter for a wind turbine application is given, where the converter control platform has been used as a rapid development platform. The developed converter controller implements active grid control and sensorless torque control with field weakening of a permanent magnet synchronous generator. Intense use of converter model simulation and continous integration with automated tests of control behaviour gave a smooth and uncomplicated transition from the simulation environment to the actual converter system, where experimental test bench results showed expected behaviour right from the begining. © 2014 IEEE.", , ,10.1109/ECCE.2014.6953437,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934325198&doi=10.1109%2fECCE.2014.6953437&partnerID=40&md5=d0f8e67c6d9bf1c033ea3ebd089713e3, 
Speed Up the Conception of Logical Systems with Test-Driven Development,Vidal M.,"Journal of Logic, Language and Information",2014,83,103,,"In this paper, I stress the utility of employing test-driven development (TDD) for conceiving logical systems. TDD, originally invented in the context of Extreme Programming, is a methodology widely used by software engineers to conceive and develop programs. Its main principle is to design the tests of the expected properties of the system before the development phase. I argue that this methodology is especially convenient in conceiving applied logics. Indeed, this technique is efficient with most decidable logics having a software implementation. Having a clear list of the desired inferences right from the beginning makes it possible to refine the properties of the system step by step until its completion. I distinguish and detail seven advantages of the usage of TDD for the conception of a logical theory. Most importantly, this methodology increases the predictability of the inferential power of the theory. A second important benefit is that the time required for the conception of the logic goes down dramatically. This methodology will change both ideas and practices. Logic is no longer considered to be a formal science, but rather to be an empirical one. Research in the field is geared toward specific and concrete goals. Programs are considered tools used to verify the conformity of formal theories. To sum up, I defend the view that, in some situations, this way of designing a formal system brings significant benefits, and that the construction of new logics can be conducted similarly to the development of open source software. © 2013 Springer Science+Business Media Dordrecht.", , ,10.1007/s10849-013-9180-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900403942&doi=10.1007%2fs10849-013-9180-x&partnerID=40&md5=c1ee5255988e3c12f78c9f4fbc4fbd1f, 
Toward identifying and understanding user-agent strings in HTTP traffic,"Xu Y., Xiong G., Zhao Y., Guo L.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2014,177,187,,"Since HTTP is responsible for more than 25% of the total traffic volume in the Internet, we are curious about what happens in the http traffic and what it contains. We collected an anonymized HTTP head only data from a DSL line of a campus's border for continuous 11 days. In this paper, we focus on the user-agent (UA) strings. We first improve a well know open source UASparser, identifying 34.4% (9.8%) more user-agent types (operator system) of overall transactions. In addition, our analysis of user-agent strings shows that Windows XP contributes to more than half of personal computer (PC) HTTP traffic. Mobile devices account for more than 16% of total transactions, and automatic programs share at least 20%. These information leads to following conclusions: PC devices in China are threatened to a huge risk as security support for Windows XP has been stopped recently; mobile devices occupy a big proportion in total transactions of a DSL lines, larger than other researchers [10] noticed 4 or 5 years ago; Android and IOS devices dominate the mobile transactions; automatic programs take up at least one fifth of all HTTP traffic and that means the researcher should no longer ignore the influence of them. © Springer International Publishing Switzerland 2014.", , ,10.1007/978-3-319-11119-3_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906346014&doi=10.1007%2f978-3-319-11119-3_17&partnerID=40&md5=bf327f5a3a450f66f452b8bcc532a5e3, 
mHealthDroid: A novel framework for agile development of mobile health applications,"Banos O., Garcia R., Holgado-Terriza J.A., Damas M., Pomares H., Rojas I., Saez A., Villalonga C.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2014,91,98,,"Mobile health is an emerging field which is attracting much attention. Nevertheless, tools for the development of mobile health applications are lacking. This work presents mHealthDroid, an open source Android implementation of a mHealth Framework designed to facilitate the rapid and easy development of biomedical apps. The framework is devised to leverage the potential of mobile devices like smartphones or tablets, wearable sensors and portable biomedical devices. The framework provides functionalities for resource and communication abstraction, biomedical data acquisition, health knowledge extraction, persistent data storage, adaptive visualization, system management and value-added services such as intelligent alerts, recommendations and guidelines. © Springer International Publishing Switzerland 2014.", , ,10.1007/978-3-319-13105-4_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921775749&doi=10.1007%2f978-3-319-13105-4_14&partnerID=40&md5=45fddea6a2648b5a712ec84b0104519e, 
The dipole model Monte Carlo generator Sartre 1,"Toll T., Ullrich T.",Computer Physics Communications,2014,1835,1853,,"We present the Monte Carlo generator Sartre for simulating diffractive exclusive vector meson production and DVCS in electron-proton, electron-ion, and hadron-hadron collisions. Program summary Program title: Sartre 1.0 Catalogue identifier: AESP-v1-0 Program summary URL:http://cpc.cs.qub.ac.uk/summaries/ AESP-v1-0.html Program obtainable from: CPC Program Library, Queen's University, Belfast, N. Ireland Licensing provisions: GNU General Public License, version 2 No. of lines in distributed program, including test data, etc.: 703313 No. of bytes in distributed program, including test data, etc.: 179406465 Distribution format: tar.gz Programming language: C/C++. Computer: Any with standard C/C++ compiler. Operating system: Tested on Linux and MacOS. Classification: 11.1, 11.2, 11.6. External routines: ROOT and GSL for numeric algorithms and other various tasks throughout the program. BOOST for multi-threaded integration (optional), GEMINI++ for nuclear break-up and CUBA for multi-dimensional numerical integration (the latter two supplied with the program package). Uses cmake for building and installing. Nature of the problem: Simulate diffractive exclusive vector meson and deeply virtual Compton scattering (DVCS) production in electron-nucleus scattering where the exchanged virtual photon interacts coherently with a large region of the nucleus. To calculate the cross section correctly it has to be averaged over all possible configurations of nucleon positions within the nucleus. Solution method: To make an arithmetic average of the quantum mechanical amplitude over nucleon configurations numerically and store the result in look-up tables. Implemented processes: The following processes can be simulated: e+p→e′+V+p′e+A→e′ +V+A′p+p→p′+V+p′p+A→p′+V+A′A+A→ A′+V+A′ where V is a J/ψ,φ, or ρ vector meson, or a real photon (DVCS). All processes are mediated by a virtual photon and a pomeron. The present version is applicable for these processes at future electron-hadron colliders, such as the EIC and the LHeC, as well as HERA, RHIC, and the LHC. Restrictions: The program is reliable for process at xp&lt;10 -2, and large β=x/xp. Additional comments: The distribution file for this program is over 178 MB and therefore is not delivered directly when download or E-mail is requested. Instead an html file giving details of how the program can be obtained is sent. Running time: On a MacBook Pro with a 2.66 GHz Intel Core i7 processor, event generation takes ∼0.1 ms/event without correction and nuclear breakup, ∼0.2 ms/event with the recommended corrections switched on, and ∼6 ms/event when running with corrections and nuclear breakup. © 2014 Elsevier B.V. All rights reserved.", , ,10.1016/j.cpc.2014.03.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901192793&doi=10.1016%2fj.cpc.2014.03.010&partnerID=40&md5=a4b229fc42a7de07edf748f6403f9199, 
Turbulent combustion modeling using Flamelet-Generated Manifolds for gas turbine applications in OpenFOAM,"Fancello A., Panek L., Lammel O., Krebs W., Bastiaans R.J.M., De Goey L.P.H.",Proceedings of the ASME Turbo Expo,2014,,,,"The continuous interest in reducing pollutions and developing both an efficient and clean combustion system require large attention in the design requirements, especially when related to industrial gas turbine application. Although in recent years the advancements in modelling have increased dramatically, combustion still needs a huge computational effort. The Flamelet-Generated Manifolds (FGM) method is considered a suitable solution with an accuracy that can be comparable with detailed chemistry simulations results. The full combustion system can be described by few controlling variables while the chemical details are stored in a database (manifold) as function of controlling variables. Transport equations are solved for the Navier-Stokes system and the controlling variables. The detailed chemistry code Chem1D is used to create the manifolds. Turbulence can be modeled using a PDF approach for the subgrid modeling of the chemistry terms. The OpenFOAM open source CFD package is used as CFD tool for the simulations. The aim of this work is to demonstrate the usage of FGM with OpenFOAM and figure out the status of the implementation. To achieve this goal, the work employs as test case a confined lean jet flame is used. For the case presented, an extensive experimental data set exist, including PIV and Raman data. Results are further compared with traditional methods, while FGM method might be easily extended to other scenarios. Copyright © 2014 by ASME.", , ,10.1115/GT2014-26096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937161264&doi=10.1115%2fGT2014-26096&partnerID=40&md5=641583ef2a4eb77b6aa80d7652f8f151, 
"Modeling an enclosed, turbulent reacting methane jet with the premixed conditional moment closure method","Martin S., Jemcov A., De Ruijter B.",Proceedings of the ASME Turbo Expo,2013,,,,"Here the premixed Conditional Moment Closure (CMC) method is used to model the recent PIV and Raman turbulent, enclosed reacting methane jet data from DLR Stuttgart [1]. The experimental data has a rectangular test section at atmospheric pressure and temperature with a single inlet jet. A jet velocity of 90 m/s is used with an adiabatic flame temperature of 2, 064 K. Contours of major species, temperature and velocities along with velocity rms values are provided. The conditional moment closure model has been shown to provide the capability to model turbulent, premixed methane flames with detailed chemistry and reasonable runtimes [2]. The simplified CMC model used here falls into the class of table lookup turbulent combustion models where the chemical kinetics are solved offline over a range of conditions and stored in a table that is accessed by the CFD code. Most table lookup models are based on the laminar 1-D flamelet equations, which assume the small scale turbulence does not affect the reaction rates, only the large scale turbulence has an effect on the reaction rates. The CMC model is derived from first principles to account for the effects of small scale turbulence on the reaction rates, as well as the effects of the large scale mixing, making it more versatile than other models. This is accomplished by conditioning the scalars with the reaction progress variable. By conditioning the scalars and accounting for the small scale mixing, the effects of turbulent fluctuations of the temperature on the reaction rates are more accurately modeled. The scalar dissipation is used to account for the effects of the small scale mixing on the reaction rates. The original premixed CMC model used a constant value of scalar dissipation, here the scalar dissipation is conditioned by the reaction progress variable. The steady RANS 3-D version of the open source CFD code OpenFOAM is used. Velocity, temperature and species are compared to the experimental data. Once validated, this CFD turbulent combustion model will have great utility for designing lean premixed gas turbine combustors. Copyright © 2013 by Siemens Energy, Inc.", , ,10.1115/GT2013-95092,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890160973&doi=10.1115%2fGT2013-95092&partnerID=40&md5=3a6ebfced7e5f9b58bd9658d02a66131, 
A skeletal mechanism for the reactive flow simulation of methane combustion,"Karalus M.F., Fackler K.B., Novosselov I.V., Kramlich J.C., Malte P.C.",Proceedings of the ASME Turbo Expo,2013,,,,"A skeletal mechanism for the prediction of NOx emissions from methane combustion at gas turbine conditions is developed in the present work. The goal is a mechanism that can be used in computational fluid dynamic modeling of lean premixed (LPM) combustors. A database of solutions from 0-D, adiabatic, homogeneous reactors (PSRs) is computed using CHEMKIN-PRO [1] over a parameter space chosen to include pressures from 1 to 30 arm, equivalence ratios from 0.4 to 1.0, and mean PSR residence times from slightly greater than blowout to 3ms. A resisidence time of 3 ms represents a useful maximum for the super-equilibrium flame zone where most of the NOx forms in LPM combustors. Fuel oxidation and NOx formation are treated separately in the reduction process. The method of Directed Relation Graph (DRG) is applied for methane oxidation and its extension, DRG-aided sensitivity analysis (DRGASA), is used to determine the skeletal NOx mechanism to append to the methane mechanism. Post-processing of the PSR solution database and implementation of the reduction algorithm are accomplished in SAGE [2], a Python based, open-source mathematics software package. The skeletal oxidation and NO x mechanisms are validated against full GRI 3.0 [3] in both PSR and laminar flame speed calculations. When compared with the detailed GRI 3.0 mechanism, NOx emissions are predicted within 7% near blowout and 3% at 3 ms, and laminar flame speeds are predicted within 20% over the range of equivalence ratios and pressures. The skeletal mechanism is presented here and it should be noted that all reactions of the H2/CO submechanism are retained. The skeletal mechanism consists of 22 species and 122 reactions for methane oxidation and an additional 8 species and 55 reactions to describe NOx formation (30 species, 177 reactions total). The final skeletal mechanism with NOx chemistry is available for download here [4]. To demonstrate the predictive capability of the validated mechanism in a reactive flow system, it is implemented in an ANSYS Fluent model of a single jet stirred reactor, the results of which are compared to experimental reactor data presented in [5] and [6]. Predicted and measured profiles of temperature and NOx emissions are shown. Temperature and NOx emissions compare well in the recirculation zone of the JSR, although both NOx emissions and temperature are under-predicted in the jet region. Finally, the contribution of each chemical pathway for NOx formation is evaluated. Copyright © 2013 by ASME.", , ,10.1115/GT2013-95904,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890131773&doi=10.1115%2fGT2013-95904&partnerID=40&md5=245b72cec109a72fb66245dcbf59a428, 
Towards the establishment of an agile method for OERs development and delivery,"Arimoto M.M., Barbosa E.F.","Proceedings - Frontiers in Education Conference, FIE",2013,541,547,,"Open Educational Resources (OERs) have been emerged as an important mechanism for democratization of access to education. In fact, the free and open distribution of these resources contributes with the dissemination of knowledge and facilitates the access to information, benefiting the society as a whole. Similar to software, the development of OERs requires the application of appropriate methods and practices to ensure the productivity and quality of the resulting products. Agile methods seem to be an interesting approach in this perspective. However, initiatives to foster the development and delivery of quality and reliable OERs, according to agile principles and with reduced costs, are still incipient. In our work we discuss the establishment of an agile method for the development and delivery of OERs. The proposed method is based on the main characteristics, practices and principles of well-known agile methods for software. To illustrate our ideas, the method is discussed in terms of its application in the development of an OER in the FLOSS (Free/Libre and Open Source Software) domain. © 2013 IEEE.", , ,10.1109/FIE.2013.6684882,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893305327&doi=10.1109%2fFIE.2013.6684882&partnerID=40&md5=1822100981677bcb5149ad4274c9a394, 
Optimising conceptual data models through profiling in object databases,"Zäschke T., Leone S., Gmünder T., Norrie M.C.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2013,284,297,,"Agile methods promote iterative development with short cycles, where user feedback from the previous iteration is used to refactor and improve the current version. For information systems development, we propose to extend this feedback loop by using database profiling information to propose adaptations to the conceptual model to improve performance. For every software release, our database profiler identifies and analyses navigational access patterns, and proposes model optimisations based on data characteristics, access patterns and a cost-benefit model. The proposed model optimisations are based on common database and data model refactoring patterns. The database profiler has been implemented as part of an open-source object database and integrated into an existing agile development environment, where the model optimisations are presented as part of the IDE. We evaluate our approach based on an example of agile development of a research publication system. © Springer-Verlag 2013.", , ,10.1007/978-3-642-41924-9_24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894120063&doi=10.1007%2f978-3-642-41924-9_24&partnerID=40&md5=a9086a003b999b7e1a7e3791b490fb26, 
Analyzing open-source and commercial EHR solutions from an international perspective,"De La Torre I., Martinez B., Lopez-Coronado M.","2013 IEEE 15th International Conference on e-Health Networking, Applications and Services, Healthcom 2013",2013,399,403,,"Nowadays the Electronic Health Records (EHRs) systems market has gained importance in healthcare systems. This paper presents an analysis of the level of implementation and the evolution of numerous commercial and open-source EHR systems in use today. We began the review by searching Medline terms such as EHR, 'commercial electronic health records', 'open-source electronic health records'. We also looked in non-peer-reviewed literature by searching different search engines. Moreover, we identified providers and users from the different solutions and contacted them to obtain more information. The most important international barrier to the adoption of EHR systems is economic resources. The wealthiest countries opt to implement their own EHR systems. The commercial applications that currently have the greatest number of registered users are eclinicalworks, CareTracker and Allscripts Professional, all belonging to U.S. companies. The most commonly used open-source systems are HOSxp, OpenEMR and OpenVistA. The first two are implemented, in general, on the African continent, Latin America and some countries in Asia. The implementation of an international and interoperable EHR platform is difficult to achieve because each country has a different level of development of these systems. Countries with few resources tend to implement open-source software systems and developed countries lean towards commercial EHR systems. © 2013 IEEE.", , ,10.1109/HealthCom.2013.6720708,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894147154&doi=10.1109%2fHealthCom.2013.6720708&partnerID=40&md5=3614e1b829403647a7318f6e4b9656c7, 
Security of public continuous integration services,"Gruhn V., Hannebauer C., John C.","Proceedings of the 9th International Symposium on Open Collaboration, WikiSym + OpenSym 2013",2013,,,,"Continuous Integration (CI) and Free, Libre and Open Source Software (FLOSS) are both associated with agile software development. Contradictingly, FLOSS projects have di-culties to use CI and software forges still lack support for CI. Two factors hamper widespread use of CI in FLOSS development: Cost of the computational resources and security risks of public CI services. Through security analysis of public CI services, this paper identies possible attack vectors. To eliminate one class of attack vectors, the paper describes a concept that encapsulates a part of the CI system via virtualization. The concept is implemented as a proof of concept. Copyright 2010 ACM.", , ,10.1145/2491055.2491070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888182789&doi=10.1145%2f2491055.2491070&partnerID=40&md5=32e821a84a8f60f7cf1a847a34750ca7, 
Selection of problem solving techniques and their popularity among internet users,Leonid Goldis A.,International Journal of Lean Six Sigma,2013,348,354,,"Purpose – The purpose of this paper is to discuss the relative popularity of Lean Six Sigma among the internet users comparing it to other problem solving methodologies. Design/methodology/approach – The comparisons between the Lean Six Sigma and other problem solving methodologies among the internet users were assessed by using open-source intelligence (OSINT) tools, such as Google Keyword tools provided by Google, it is possible to assess the problem solving techniques popularity used by the internet users with a confidence of 80 percent. Findings – It is found that the popularity of Lean Six Sigma among the internet users far exceeds that of other methodologies. Research limitations/implications – The paper is limited as it is written from the view of the author, based the conclusions on OSINT tools. Further research could be beneficial. Originality/value – This study is based on Google Keyword tools provided by Google as an OSINT tools as effective source of information. © 2013, Emerald Group Publishing Limited", , ,10.1108/IJLSS-04-2013-0022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924372432&doi=10.1108%2fIJLSS-04-2013-0022&partnerID=40&md5=9fc9c0522511cc10662b1414ba34d418, 
Predicting fault-proneness of object-oriented system developed with agile process using learned bayesian network,"Li L., Leung H.",ICEIS 2013 - Proceedings of the 15th International Conference on Enterprise Information Systems,2013,5,16,,"In the prediction of fault-proneness in object-oriented (OO) systems, it is essential to have a good prediction method and a set of informative predictive factors. Although logistic regression (LR) and naïve Bayes (NB) have been used successfully for prediction of fault-proneness, they have some shortcomings. In this paper, we proposed the Bayesian network (BN) with data mining techniques as a predictive model. Based on the Chidamber and Kemerer's (C-K) metric suite and the cyclomatic complexity metrics, we examine the difference in the performance of LR, NB and BN models for the fault-proneness prediction at the class level in continual releases (five versions) of Rhino, an open-source implementation of JavaScript written in Java. From the viewpoint of modern software development, Rhino uses a highly iterative or agile development methodology. Our study demonstrates that the proposed BN can achieve a better prediction than LR and NB for the agile software.", , ,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887738224&partnerID=40&md5=ce37f49f97bee8102e2f5470f1dfb2e7, 
Water science software institute: An open source engagement process,"Ahalt S., Minsker B., Tiemann M., Band L., Palmer M., Idaszak R., Lenhardt C., Whitton M.","2013 5th International Workshop on Software Engineering for Computational Science and Engineering, SE-CSE 2013 - Proceedings",2013,40,47,,"We have conceptualized a public/private Water Science Software Institute (WSSI) whose mission is 'to enable and accelerate transformative water science by concurrently transforming both the software culture and the research culture of the water science community'. To achieve our goals, we have applied an Open Community Engagement Process (OCEP), based in large part on the principles and practices of Agile and Open Source software development. This manuscript describes the WSSI and the OCEP model we have developed to operationalize the WSSI. © 2013 IEEE.", , ,10.1109/SECSE.2013.6615098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886712560&doi=10.1109%2fSECSE.2013.6615098&partnerID=40&md5=22107b8c1739f5947693a2981d39a424, 
Teaching developer skills in the first software engineering course,Rajlich V.,Proceedings - International Conference on Software Engineering,2013,1109,1116,,"Both employers and graduate schools expect computer science graduates to be able to work as developers on software projects. Software engineering courses present the opportunity in the curriculum to learn the relevant skills. This paper presents our experience from Wayne State University and reviews challenges and constraints that we faced while trying to teach these skills. In our first software engineering course, we teach the iterative software development that includes practices of software change, summarized in the phased model of software change. The required resources for our software engineering course are comparable to the other computer science courses. The students - while working in teams - are graded based on their individual contribution to the team effort rather than on the work of the other team members, which improves the fairness of the grading and considerably lessens the stress for the best students in the course. Our students have expressed a high level of satisfaction, and in a survey, they indicated that the skills that they learned in the course are highly applicable to their careers. © 2013 IEEE.", , ,10.1109/ICSE.2013.6606661,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886384968&doi=10.1109%2fICSE.2013.6606661&partnerID=40&md5=c781ebc4e9ff89520fb96435ed3d2ffb, 
Search-based refactoring detection using software metrics variation,"Mahouachi R., Kessentini M., Cinnéide M.Ó.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2013,126,140,,"Software is frequently refactored to improve its design, either as part of an agile development process or as part of a major design overhaul. In either case, it is very useful to determine what refactorings have recently taken place in order to comprehend better the software and its development trajectory. To this end, we have developed an approach to automate the detection of source code refactorings using structural information extracted from the source code. Our approach takes as input a list of possible refactorings, a set of structural metrics and the initial and revised versions of the source code. It generates as output a sequence of detected changes expressed as refactorings. This refactoring sequence is determined by a search-based process that minimizes the metrics variation between the revised version of the software and the version yielded by the application of the refactoring sequence to the initial version of the software. We use both global and local heuristic search algorithms to explore the space of possible solutions. In applying our approach to several versions of four open source projects we find the average Precision and Recall to be over 90%, thus confirming the effectiveness of our detection approach. © 2013 Springer-Verlag.", , ,10.1007/978-3-642-39742-4_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884914535&doi=10.1007%2f978-3-642-39742-4_11&partnerID=40&md5=7881b429a6decc95370873eafe3d37dd, 
Numerical analysis of the acoustic and flow field associated with perforated liners with variable acoustic forcing,"Andreini A., Bianchini C., Facchini B., Vitale I., Turrini F.",19th AIAA/CEAS Aeroacoustics Conference,2013,152,,,"Effusion cooled liners, such as those implemented in Avio lean combustion systems based on PERM (Partially Evaporated and Rapid Mixing) injectors, showed the potential for optimal designs combining high thermal efficiency and good capabilities of reducing the propagation of pressure fluctuations due to thermoacoustic instabilities. Despite several attempts conducted in recent years to quantitatively model the acoustic absorption of perforate plates, little is known on the phenomena driving the dissipation of acoustic energy especially in the non-linear regime where the influence of the forcing amplitude is not negligible. The aim of this paper is to numerically verify the behaviour of perforated screens with bias flow subjected to acoustic forcing with variable pressure fluctuation level. The absorption properties of the plates in realistic conditions for combustor liner cooling are investigated together with the mutual interactions between the aerodynamic and acoustic field. Large Eddy Simulations exploiting the open-source CFD code OpenFOAM are performed implementing the same set up already proposed and validated for previous acoustic analysis focused on the linear regime only. Acoustic forcing is provided by means of non-reflecting boundary conditions following the NSCBC approach with sinusoidal reference pressure oscillations. 1D pressure waves propagating concordant and discordant with the bias flow are reconstructed with the multi-microphone technique. A single orifice configuration with cyclic boundary is used to mimic an infinite perforation pattern saving computational resources. The onset of non-linear regime is investigated for two different type of holes, an orthogonal and a slanted (30 deg) drilling, on two levels of bias flow corresponding to Mab=0.05 and 0.1. Same level of acoustic forcing, ranging between 117 to 160 dB, was applied to both the high and low bias flow condition highlighting the effect of bias flow on non-linear regime triggering. Obtained results showed how, despite a large influence of acoustic fluctuations on the aerodynamic, the absorption coefficient is insensitive to the acoustic forcing unless flow reversal limit is outreached.", , ,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883677173&partnerID=40&md5=7f821e0b2bf461420523d57fd711fc3a, 
Numerical simulation with an extinction database for use with the eddy dissipation concept for turbulent combustion,"Lilleberg B., Christ D., Ertesvåg I.S., Rian K.E., Kneer R.","Flow, Turbulence and Combustion",2013,319,346,,"A Local Extinction approach for treating chemical reaction kinetics within the Eddy Dissipation Concept (EDC) has been examined. It applies a database of pre-calculated chemical time scales, which contains the influence of chemical kinetics that is otherwise time-consuming to calculate. The approach was evaluated against experimental data for two piloted diffusion flames (Sandia/TNF Flame D and Flame E) and a piloted lean-premixed jet burner (PPJB). Results were also compared to the EDC with Fast Chemistry and with full Detailed Chemistry (GRI-Mech 3.0). All validation simulations were carried out using a standard k - ε turbulence model and the open-source CFD-toolbox OpenFOAM. The Local Extinction approach showed significantly better results than the Fast Chemistry approach while having a comparably small computational cost. For Flame D and the PPJB, the reactions along centerline and in the mixing layer near the nozzle, the reactions were reduced. For Flame E, the Local Extinciton model predicted some lift off of the flame. The Detailed Chemistry approach gave the best predictions compared to the experimental data, however the calculation effort was orders of magnitude higher. © 2013 Springer Science+Business Media Dordrecht.", , ,10.1007/s10494-013-9463-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883458055&doi=10.1007%2fs10494-013-9463-y&partnerID=40&md5=24e0cfbd5d076715262f6485ec017429, 
Live digital forensics: Windows XP vs Windows 7,"Fenu G., Solinas F.","2013 2nd International Conference on Informatics and Applications, ICIA 2013",2013,1,6,,"Over the last few years, analysing a computer or a digital device has become a necessity in the field of criminal investigations. Traditional digital forensics analysis includes static analysis, which concerns data that are permanently stored in devices, and live analysis, which regards data that are temporarily stored in equipments or that transit in networks. This paper proposes a live forensics analysis on two different operating systems: Windows XP and Windows Seven. The case study focuses on some common applications such as Skype, Google Talk and the browser Internet Explorer. The last software involves only those cases in which the browser is surfing on Facebook, Yahoo, Hotmail and Gmail. In addition, although many types of applications are payment software, one of the main objectives of this work has been the only use of the free software in order to prove the possibility to obtain the same results minimizing the costs. © 2013 IEEE.", , ,10.1109/ICoIA.2013.6650220,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891760823&doi=10.1109%2fICoIA.2013.6650220&partnerID=40&md5=8106f6f7e19754ab929a53193cb42865, 
Novel open-source electronic medical records system for palliative care in low-resource settings,"Shah K.G., Slough T.L., Yeh P.T., Gombwa S., Kiromera A., Oden Z.M., Richards-Kortum R.R.",BMC Palliative Care,2013,,,,"Abstract. Background: The need for palliative care in sub-Saharan Africa is staggering: this region shoulders over 67% of the global burden of HIV/AIDS and cancer. However, provisions for these essential services remain limited and poorly integrated with national health systems in most nations. Moreover, the evidence base for palliative care in the region remains scarce. This study chronicles the development and evaluation of DataPall, an open-source electronic medical records system that can be used to track patients, manage data, and generate reports for palliative care providers in these settings. DataPall was developed using design criteria encompassing both functional and technical objectives articulated by hospital leaders and palliative care staff at a leading palliative care center in Malawi. The database can be used with computers that run Windows XP SP 2 or newer, and does not require an internet connection for use. Subsequent to its development and implementation in two hospitals, DataPall was tested among both trained and untrained hospital staff populations on the basis of its usability with comparison to existing paper records systems as well as on the speed at which users could perform basic database functions. Additionally, all participants evaluated this program on a standard system usability scale. Results: In a study of health professionals in a Malawian hospital, DataPall enabled palliative care providers to find patients' appointments, on average, in less than half the time required to locate the same record in current paper records. Moreover, participants generated customizable reports documenting patient records and comprehensive reports on providers' activities with little training necessary. Participants affirmed this ease of use on the system usability scale. Conclusions: DataPall is a simple, effective electronic medical records system that can assist in developing an evidence base of clinical data for palliative care in low resource settings. The system is available at no cost, is specifically designed to chronicle care in the region, and is catered to meet the technical needs and user specifications of such facilities. © 2013 Shah et al.; licensee BioMed Central Ltd.", , ,10.1186/1472-684X-12-31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882794245&doi=10.1186%2f1472-684X-12-31&partnerID=40&md5=fcb193d75d95949f2d225cca8026917e, 
