Document Title,Title Level,Authors,Publication Title,Publication Year,Start Page,End Page,,>= 4,Abstract,Abstract level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
Exploiting Atomic Operations for Barrier on Cray XE/XK Systems,0,Manjunath Gorentla VenkataRichard L. GrahamJoshua S. LaddPavel ShamisNathan T. HjelmSamuel K. Gutierrez,Recent Advances in the Message Passing Interface,2012,,,,,,,,10.1007/978-3-642-33518-1_13,http://link.springer.com/chapter/10.1007/978-3-642-33518-1_13,
A Formal Monitoring Technique for SIP Conformance Testing,0,Xiaoping CheFelipe LalanneStephane Maag,Evaluation of Novel Approaches to Software Engineering,2013,,,,,,,,10.1007/978-3-642-45422-6_6,http://link.springer.com/chapter/10.1007/978-3-642-45422-6_6,
Indexing and Querying the Compressed XML Data (IQCX),0,Radha SenthilkumarN. SuganyaI. KiruthikaA. Kannan,Advances in Computing and Information Technology,2011,,,,,,,,10.1007/978-3-642-22555-0_51,http://link.springer.com/chapter/10.1007/978-3-642-22555-0_51,
Vulnerability Assessment Methods â€“ A Review,0,Hiran V. Nath,Advances in Network Security and Applications,2011,,,,,,,,10.1007/978-3-642-22540-6_1,http://link.springer.com/chapter/10.1007/978-3-642-22540-6_1,
Skype Chat Data Forgery Detection,0,Szu-Yuan TengYu-Li Lin,"Computer Applications for Communication, Networking, and Digital Contents",2012,,,,,,,,10.1007/978-3-642-35594-3_15,http://link.springer.com/chapter/10.1007/978-3-642-35594-3_15,
Conclusions from the Evaluation of Virtual Machine Based High Resolution Display Wall System,0,Rudolfs BundulisGuntis Arnicans,Databases and Information Systems,2016,,,,,,,,10.1007/978-3-319-40180-5_15,http://link.springer.com/chapter/10.1007/978-3-319-40180-5_15,
Constraint-Based Refactoring with Foresight,0,Friedrich SteimannJens von Pilgrim,ECOOP 2012 â€“ Object-Oriented Programming,2012,,,,,,,,10.1007/978-3-642-31057-7_24,http://link.springer.com/chapter/10.1007/978-3-642-31057-7_24,
A Framework for Defining Malware Behavior Using Run Time Analysis and Resource Monitoring,0,Mohamad Fadli ZolkipliAman Jantan,Software Engineering and Computer Systems,2011,,,,,,,,10.1007/978-3-642-22170-5_18,http://link.springer.com/chapter/10.1007/978-3-642-22170-5_18,
An Internet-Based Scientific Programming Environment,0,Michael Weeks,Digital Information and Communication Technology and Its Applications,2011,,,,,,,,10.1007/978-3-642-21984-9_1,http://link.springer.com/chapter/10.1007/978-3-642-21984-9_1,
Holistic Model for HTTP Botnet Detection Based on DNS Traffic Analysis,0,Abdelraman AlenaziIssa TraoreKarim GanameIsaac Woungang,"Intelligent, Secure, and Dependable Systems in Distributed and Cloud Environments",2017,,,,,,,,10.1007/978-3-319-69155-8_1,http://link.springer.com/chapter/10.1007/978-3-319-69155-8_1,
Native to HTML5: A Real-World Mobile Application Case Study,0,Rachel GawleyJonathan BarrMichael Barr,"Mobile Computing, Applications, and Services",2012,,,,,,,,10.1007/978-3-642-32320-1_13,http://link.springer.com/chapter/10.1007/978-3-642-32320-1_13,
Adaptation Support for Agent Based Pervasive Systems,0,Kutila GunasekeraShonali KrishnaswamySeng Wai LokeArkady Zaslavsky,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",2012,,,,,,,,10.1007/978-3-642-29154-8_8,http://link.springer.com/chapter/10.1007/978-3-642-29154-8_8,
Symbolic Model Checking Commitment Protocols Using Reduction,0,Mohamed El-MenshawyJamal BentaharRachida Dssouli,Declarative Agent Languages and Technologies VIII,2011,,,,,,,,10.1007/978-3-642-20715-0_11,http://link.springer.com/chapter/10.1007/978-3-642-20715-0_11,
Vulnerability Evaluating Based on Attack Graph,0,Chunlu WangYu BaoXuesen LiangTianle Zhang,Trustworthy Computing and Services,2013,,,,,,,,10.1007/978-3-642-35795-4_70,http://link.springer.com/chapter/10.1007/978-3-642-35795-4_70,
Knowledge Discovery: Data Mining by Self-organizing Maps,0,Everton Luiz de Almeida Gago JÃºniorGean Davis BredaEduardo Zanoni MarquesLeonardo de Souza Mendes,Web Information Systems and Technologies,2013,,,,,,,,10.1007/978-3-642-36608-6_12,http://link.springer.com/chapter/10.1007/978-3-642-36608-6_12,
Towards Non-invasive Software Measurement System: Architecture and Implementation,0,Anton BykovVladimir IvanovMarat MingazovAlan RogersAlexandr ShunevichAlberto SillittiGiancarlo SucciAlexander TormasovJooyong YiAlbert ZabirovDenis Zaplatnikov,Proceedings of 5th International Conference in Software Engineering for Defence Applications,2018,,,,,,,,10.1007/978-3-319-70578-1_15,http://link.springer.com/chapter/10.1007/978-3-319-70578-1_15,
Debugger-Based Record Replay and Dynamic Analysis for In-Vehicle Infotainment,0,Hanno EichelbergerJÃ¼rgen RufThomas KropfThomas GreinerWolfgang Rosenstiel,Computational Science and Its Applications â€“ ICCSA 2014,2014,,,,,,,,10.1007/978-3-319-09156-3_28,http://link.springer.com/chapter/10.1007/978-3-319-09156-3_28,
Development of Wind Speed Prediction Model in Jeju City,0,Junghoon LeeGyung-Leen ParkEel-Hwan Kim,"Computer Applications for Modeling, Simulation, and Automobile",2012,,,,,,,,10.1007/978-3-642-35248-5_4,http://link.springer.com/chapter/10.1007/978-3-642-35248-5_4,
Beyond Software Architecture Knowledge Management Tools,0,Andrzej Zalewski,Software Engineering: Challenges and Solutions,2017,,,,,,,,10.1007/978-3-319-43606-7_13,http://link.springer.com/chapter/10.1007/978-3-319-43606-7_13,
Contingency Management for Event-Driven Business Processes,0,John WondohGeorg GrossmannMarkus Stumptner,On the Move to Meaningful Internet Systems. OTM 2017 Conferences,2017,,,,,,,,10.1007/978-3-319-69462-7_21,http://link.springer.com/chapter/10.1007/978-3-319-69462-7_21,
The Profile of High-Tech Start-Ups: An Approach by the Prism of Graphical Analysis of Network Relations,0,Diego RodriguesJosÃ© Benedito SacomanoNilo SerpaDemesio Sousa,Advances in Production Management Systems. Initiatives for a Sustainable World,2016,,,,,,,,10.1007/978-3-319-51133-7_28,http://link.springer.com/chapter/10.1007/978-3-319-51133-7_28,
A Search Based Test Data Generation Approach for Model Transformations,1,Atif Aftab JilaniMuhammad Zohaib IqbalMuhammad Uzair Khan,Theory and Practice of Model Transformations,2014,,,,,,0,,10.1007/978-3-319-08789-4_2,http://link.springer.com/chapter/10.1007/978-3-319-08789-4_2,
Challenges Laying Ahead for Future Digital Enterprises: A Research Perspective,0,Iosif AlvertisPanagiotis KokkinakosSotirios KoussourisFenareti LampathakiJohn PsarrasGianluigi ViscusiChristopher Tucci,Advanced Information Systems Engineering Workshops,2015,,,,,,,,10.1007/978-3-319-19243-7_20,http://link.springer.com/chapter/10.1007/978-3-319-19243-7_20,
From Choreographed to Hybrid User Interface Mashups: A Generic Transformation Approach,0,Alexey TschudnowskyStefan PietschmannMatthias NiederhausenMichael HertelMartin Gaedke,Web Engineering,2014,,,,,,,,10.1007/978-3-319-08245-5_9,http://link.springer.com/chapter/10.1007/978-3-319-08245-5_9,
CRVad: Confidential Reasoning and Verification Towards Secure Routing in Ad Hoc Networks,0,Teng LiJianfeng MaCong Sun,Algorithms and Architectures for Parallel Processing,2015,,,,,,,,10.1007/978-3-319-27137-8_33,http://link.springer.com/chapter/10.1007/978-3-319-27137-8_33,
A Feasibility Study of an Agile and Data-Centric Method for Prototyping Services Based on Open Transport Data,0,Nicolas FerryAida OmerovicMarit KjÃ¸snes Natvig,Cloud Computing and Services Science,2020,,,,,,,,10.1007/978-3-030-49432-2_5,http://link.springer.com/chapter/10.1007/978-3-030-49432-2_5,
A Selection Process of Graph Databases Based on Business Requirements,0,VÃ­ctor OrtegaLeobardo RuizLuis GutierrezFrancisco Cervantes,Trends and Applications in Software Engineering,2020,,,,,,,,10.1007/978-3-030-33547-2_7,http://link.springer.com/chapter/10.1007/978-3-030-33547-2_7,
Enterprise Ontology-Driven Development,0,Jiri MatulaFrantisek Hunka,Enterprise and Organizational Modeling and Simulation,2018,,,,,,,,10.1007/978-3-030-00787-4_1,http://link.springer.com/chapter/10.1007/978-3-030-00787-4_1,
Cyber-Physical Systems: Imminent Challenges,0,Manfred BroyMarÃ­a Victoria CengarleEva Geisberger,"Large-Scale Complex IT Systems. Development, Operation and Management",2012,,,,,,,,10.1007/978-3-642-34059-8_1,http://link.springer.com/chapter/10.1007/978-3-642-34059-8_1,
Deploying a Gamification Framework for Software Process Improvement: Preliminary Results,0,Eduardo HerranzRicardo Colomo-PalaciosAbdullah Al-Barakati,"Systems, Software and Services Process Improvement",2017,,,,,,,,10.1007/978-3-319-64218-5_18,http://link.springer.com/chapter/10.1007/978-3-319-64218-5_18,
Using Qualitative Research Methods in the Subject- Oriented Business Process Analysis: The Voice of the Community in a Social Media Driven Open Innovation Management Process in the Financial Service Industry,0,JÃ¼rgen HirschTorsten Greiner,S-BPM ONE - Running Processes,2013,,,,,,,,10.1007/978-3-642-36754-0_12,http://link.springer.com/chapter/10.1007/978-3-642-36754-0_12,
Applying Distributed Cognition Theory to Agile Requirements Engineering,0,Jim BuchanDidar ZowghiMuneera Bano,Requirements Engineering: Foundation for Software Quality,2020,,,,,,,,10.1007/978-3-030-44429-7_14,http://link.springer.com/chapter/10.1007/978-3-030-44429-7_14,
Exposure Modeling of Traffic and Wood Combustion Emissions in Northern Sweden,0,Lars GidhagenCecilia BennetDavid SegerssonGunnar Omstedt,"Environmental Software Systems. Infrastructures, Services and Applications",2015,,,,,,,,10.1007/978-3-319-15994-2_24,http://link.springer.com/chapter/10.1007/978-3-319-15994-2_24,
Automating and Evaluating Probabilistic Cause-Effect Diagrams to Improve Defect Causal Analysis,0,Marcos KalinowskiEmilia MendesGuilherme H. Travassos,Product-Focused Software Process Improvement,2011,,,,,,,,10.1007/978-3-642-21843-9_19,http://link.springer.com/chapter/10.1007/978-3-642-21843-9_19,
Towards a Unified View of Modeling and Programming (ISoLA 2018 Track Introduction),0,Manfred BroyKlaus HavelundRahul KumarBernhard Steffen,"Leveraging Applications of Formal Methods, Verification and Validation. Modeling",2018,,,,,,,,10.1007/978-3-030-03418-4_1,http://link.springer.com/chapter/10.1007/978-3-030-03418-4_1,
An Architecture for Non-invasive SoftwareÂ Measurement,0,Vasilii ArtemevVladimir IvanovManuel MazzaraAlan RogersAlberto SillittiGiancarlo SucciEugene Zouev,Perspectives of System Informatics,2018,,,,,,,,10.1007/978-3-319-74313-4_1,http://link.springer.com/chapter/10.1007/978-3-319-74313-4_1,
RAFT-REST - A Client-Side Framework for Reliable,0,Josef SpillnerAnna UtlikThomas SpringerAlexander Schill,Adaptive and Fault-Tolerant RESTful Service Consumption,2013,,,,,,,,10.1007/978-3-642-40651-5_9,http://link.springer.com/chapter/10.1007/978-3-642-40651-5_9,
On Implementing a Monitor-Oriented Programming Framework for Actor Systems,0,Ian CassarAdrian Francalanza,Integrated Formal Methods,2016,,,,,,,,10.1007/978-3-319-33693-0_12,http://link.springer.com/chapter/10.1007/978-3-319-33693-0_12,
A Fitness-Utility Model for Design Science Research,0,T. Grandon GillAlan R. Hevner,Service-Oriented Perspectives in Design Science Research,2011,,,,,,,,10.1007/978-3-642-20633-7_17,http://link.springer.com/chapter/10.1007/978-3-642-20633-7_17,
The Front End of Innovation: Perspectives on Creativity,0,Shirley GregorAlan R. Hevner,Knowledge and Design,2015,,,,,,,,10.1007/978-3-319-18714-3_16,http://link.springer.com/chapter/10.1007/978-3-319-18714-3_16,
Use Case-Based Effort Estimation Approaches: A Comparison Criteria,0,Mohammed Wajahat KamalMoataz A. AhmedMohamed El-Attar,Software Engineering and Computer Systems,2011,,,,,,,,10.1007/978-3-642-22203-0_62,http://link.springer.com/chapter/10.1007/978-3-642-22203-0_62,
From Goods to Traffic: First Steps Toward an Auction-Based Traffic Signal Controller,0,Jeffery RaphaelSimon MaskellElizabeth Sklar,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Sustainability: The PAAMS Collection",2015,,,,,,,,10.1007/978-3-319-18944-4_16,http://link.springer.com/chapter/10.1007/978-3-319-18944-4_16,
Design for the Decentralized World: Democratization of Blockchain-Based Software Design,0,Vladislav GladyshevQiong Wu,"Design, User Experience, and Usability. Design for Contemporary Interactive Environments",2020,,,,,,,,10.1007/978-3-030-49760-6_5,http://link.springer.com/chapter/10.1007/978-3-030-49760-6_5,
Motion Capture and Contemporary Optimization Algorithms for Robust and Stable Motions on Simulated Biped Robots,0,Andreas SeekircherJustin StoeckerSaminda AbeyruwanUbbo Visser,RoboCup 2012: Robot Soccer World Cup XVI,2013,,,,,,,,10.1007/978-3-642-39250-4_20,http://link.springer.com/chapter/10.1007/978-3-642-39250-4_20,
Query Engine Grid for Executing SQL Streaming Process,0,Qiming ChenMeichun Hsu,Data Management in Grid and Peer-to-Peer Systems,2011,,,,,,,,10.1007/978-3-642-22947-3_9,http://link.springer.com/chapter/10.1007/978-3-642-22947-3_9,
Semantics-Preserving Dissection of JavaScript Exploits via Dynamic JS-Binary Analysis,0,Xunchao HuAravind PrakashJinghan WangRundong ZhouYao ChengHeng Yin,"Research in Attacks, Intrusions, and Defenses",2016,,,,,,,,10.1007/978-3-319-45719-2_12,http://link.springer.com/chapter/10.1007/978-3-319-45719-2_12,
Supporting Different Process Views through a Shared Process Model,0,Jochen KÃ¼sterHagen VÃ¶lzerCÃ©dric FavreMoises Castelo BrancoKrzysztof Czarnecki,Modelling Foundations and Applications,2013,,,,,,,,10.1007/978-3-642-39013-5_3,http://link.springer.com/chapter/10.1007/978-3-642-39013-5_3,
Second Order Fluid Performance Evaluation Models for Interactive 3D Multimedia Streaming,0,Enrico BarbieratoMarco GribaudoMauro IaconoPietro Piazzolla,Computer Performance Engineering,2018,,,,,,,,10.1007/978-3-030-02227-3_14,http://link.springer.com/chapter/10.1007/978-3-030-02227-3_14,
Sustainable WAsTe Collection (SWAT): One Step Towards Smart and Spotless Cities,0,Daniel J. Rosa-GallardoGuadalupe OrtizJuan Boubeta-PuigAlfonso GarcÃ­a-de-Prado,Service-Oriented Computing â€“ ICSOC 2017 Workshops,2018,,,,,,,,10.1007/978-3-319-91764-1_18,http://link.springer.com/chapter/10.1007/978-3-319-91764-1_18,
OWL API for iOS: Early Implementation and Results,0,Michele RutaFloriano SciosciaEugenio Di SciascioIvano Bilenchi,OWL: Experiences and Directions â€“ Reasoner Evaluation,2017,,,,,,,,10.1007/978-3-319-54627-8_11,http://link.springer.com/chapter/10.1007/978-3-319-54627-8_11,
A Scalable Platform for Low-Latency Real-Time Analytics of Streaming Data,0,Paolo CappellariMark RoantreeSoon Ae Chun,Data Management Technologies and Applications,2017,,,,,,,,10.1007/978-3-319-62911-7_1,http://link.springer.com/chapter/10.1007/978-3-319-62911-7_1,
Driving in the Cloud: An Analysis of Drive-by Download Operations and Abuse Reporting,0,Antonio NappaM. Zubair RafiqueJuan Caballero,"Detection of Intrusions and Malware, and Vulnerability Assessment",2013,,,,,,,,10.1007/978-3-642-39235-1_1,http://link.springer.com/chapter/10.1007/978-3-642-39235-1_1,
Topic-Aware Visual Citation Tracing via Enhanced Term Weighting for Efficient Literature Retrieval,0,Youbing ZhaoHui WeiShaopeng WuFarzad ParvinzamirZhikun DengXia ZhaoNikolaos ErsotelosFeng DongGordon ClapworthyEnjie Liu,Data Management Technologies and Applications,2017,,,,,,,,10.1007/978-3-319-62911-7_5,http://link.springer.com/chapter/10.1007/978-3-319-62911-7_5,
DCOM and CORBA Efficiency in the Wireless Network,0,Zdzislaw Onderka,Computer Networks,2012,,,,,,,,10.1007/978-3-642-31217-5_47,http://link.springer.com/chapter/10.1007/978-3-642-31217-5_47,
EmbodiNet: Enriching Distributed Musical Collaboration Through Embodied Interactions,0,Dalia El-ShimyJeremy R. Cooperstock,Human-Computer Interaction â€“ INTERACT 2015,2015,,,,,,,,10.1007/978-3-319-22668-2_1,http://link.springer.com/chapter/10.1007/978-3-319-22668-2_1,
Low Power or High Performance? A Tradeoff Whose Time Has Come (and Nearly Gone),0,JeongGil KoKevin KluesChristian RichterWanja HoferBranislav KusyMichael BruenigThomas SchmidQiang WangPrabal DuttaAndreas Terzis,Wireless Sensor Networks,2012,,,,,,,,10.1007/978-3-642-28169-3_7,http://link.springer.com/chapter/10.1007/978-3-642-28169-3_7,
Investigating the Semantics of Frame Elements,0,Sara TonelliVolha BrylClaudio GiulianoLuciano Serafini,Knowledge Engineering and Knowledge Management,2012,,,,,,,,10.1007/978-3-642-33876-2_13,http://link.springer.com/chapter/10.1007/978-3-642-33876-2_13,
Learning Preferences and Self-Regulation â€“ Design of a Learner-Directed E-Learning Model,0,Stella LeeTrevor BarkerVive Kumar,"Software Engineering, Business Continuity, and Education",2011,,,,,,,,10.1007/978-3-642-27207-3_63,http://link.springer.com/chapter/10.1007/978-3-642-27207-3_63,
â€œThis is Just a Prototypeâ€: How Ethics Are Ignored in Software Startup-Like Environments,0,Ville VakkuriKai-Kristian KemellMarianna JantunenPekka Abrahamsson,Agile Processes in Software Engineering and Extreme Programming,2020,,,,,,,,10.1007/978-3-030-49392-9_13,http://link.springer.com/chapter/10.1007/978-3-030-49392-9_13,
Scalable Algorithms for Constructing Balanced Spanning Trees on System-Ranked Process Groups,0,Akhil LangerRamprasad VenkataramanLaxmikant Kale,Recent Advances in the Message Passing Interface,2012,,,,,,,,10.1007/978-3-642-33518-1_27,http://link.springer.com/chapter/10.1007/978-3-642-33518-1_27,
DAMASCo: A Framework for the Automatic Composition of Component-Based and Service-Oriented Architectures,0,Javier CuboErnesto Pimentel,Software Architecture,2011,,,,,,,,10.1007/978-3-642-23798-0_41,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_41,
Platform for Dynamic Adaptation of Learning Content for Pervasive Learning Environments,0,Amal ElhamdaouiMounia AbikRachida Ajhoun,Digital Information Processing and Communications,2011,,,,,,,,10.1007/978-3-642-22410-2_45,http://link.springer.com/chapter/10.1007/978-3-642-22410-2_45,
Compliant Robot Behavior Using Servo Actuator Models Identified by Iterative Learning Control,0,Max SchwarzSven Behnke,RoboCup 2013: Robot World Cup XVII,2014,,,,,,,,10.1007/978-3-662-44468-9_19,http://link.springer.com/chapter/10.1007/978-3-662-44468-9_19,
The Boogie Verification Debugger (Tool Paper),0,Claire Le GouesK. Rustan M. LeinoMichaÅ‚ Moskal,Software Engineering and Formal Methods,2011,,,,,,,,10.1007/978-3-642-24690-6_28,http://link.springer.com/chapter/10.1007/978-3-642-24690-6_28,
Ontology-Based Framework to Design a Collaborative Human-Robotic Workcell,0,Dario AntonelliGiulia Bruno,Collaboration in a Data-Rich World,2017,,,,,,,,10.1007/978-3-319-65151-4_16,http://link.springer.com/chapter/10.1007/978-3-319-65151-4_16,
Declarative Programming with Algebra,0,Andre van DelftAnatoliy Kmetyuk,Functional and Logic Programming,2016,,,,,,,,10.1007/978-3-319-29604-3_15,http://link.springer.com/chapter/10.1007/978-3-319-29604-3_15,
Safety and Security Assessment of Behavioral Properties Using Alloy,0,Julien BrunelDavid Chemouil,"Computer Safety, Reliability, and Security",2015,,,,,,,,10.1007/978-3-319-24249-1_22,http://link.springer.com/chapter/10.1007/978-3-319-24249-1_22,
Maintainability of Automatic Acceptance Tests for Web Applicationsâ€”A Case Study Comparing Two Approaches to Organizing Code of Test Cases,0,Aleksander SadajMirosÅ‚aw OchodekSylwia KopczyÅ„skaJerzy Nawrocki,SOFSEM 2020: Theory and Practice of Computer Science,2020,,,,,,,,10.1007/978-3-030-38919-2_37,http://link.springer.com/chapter/10.1007/978-3-030-38919-2_37,
Ergonomic-Monitoring of Office Workplaces Using Kinect,0,Lukas G. WiedemannRainer PlanincMartin Kampel,Ambient Assisted Living and Daily Activities,2014,,,,,,,,10.1007/978-3-319-13105-4_40,http://link.springer.com/chapter/10.1007/978-3-319-13105-4_40,
Role of Software Product Customer in the Bring Your Own Device (BYOD) Trend: Empirical Observations on Software Quality Construction,0,Frank Philip SethOssi TaipaleKari Smolander,Product-Focused Software Process Improvement,2014,,,,,,,,10.1007/978-3-319-13835-0_14,http://link.springer.com/chapter/10.1007/978-3-319-13835-0_14,
Type Theory as a Framework for Modelling and Programming,0,Cezar IonescuPatrik JanssonNicola Botta,"Leveraging Applications of Formal Methods, Verification and Validation. Modeling",2018,,,,,,,,10.1007/978-3-030-03418-4_8,http://link.springer.com/chapter/10.1007/978-3-030-03418-4_8,
Model Driven Automatic Code Generation: An Evolutionary Approach to Disruptive Innovation Benefits,0,Joao Penha-LopesManuel Au-Yong-OliveiraRamiro GonÃ§alves,Trends and Applications in Software Engineering,2020,,,,,,,,10.1007/978-3-030-33547-2_18,http://link.springer.com/chapter/10.1007/978-3-030-33547-2_18,
Learning Agility from Dancers â€“ Experience and Lesson Learnt,0,Irina ErofeevaVladimir IvanovSergey MasyaginGiancarlo Succi,Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment,2020,,,,,,,,10.1007/978-3-030-39306-9_8,http://link.springer.com/chapter/10.1007/978-3-030-39306-9_8,
An XQuery Specification for Requests with Preferences on XML Databases,0,Maurice TchoupÃ© TchendjiPatrik Joslin Kenfack,Open Source Systems,2020,,,,,,,,10.1007/978-3-030-47240-5_12,http://link.springer.com/chapter/10.1007/978-3-030-47240-5_12,
Teaching Approach for the Development of Virtual Reality Videogames,0,David Bonilla CarranzaAdriana PeÃ±a PÃ©rez NegrÃ³nMadeleine Contreras,Trends and Applications in Software Engineering,2020,,,,,,,,10.1007/978-3-030-33547-2_21,http://link.springer.com/chapter/10.1007/978-3-030-33547-2_21,
Fallacies and Pitfalls on the Road to DevOps: A Longitudinal Industrial Study,0,Alessandro CaprarelliElisabetta Di NittoDamian Andrew Tamburri,Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment,2020,,,,,,,,10.1007/978-3-030-39306-9_15,http://link.springer.com/chapter/10.1007/978-3-030-39306-9_15,
Vision Meets Visualization: Are Animated Videos an Alternative?,0,Melanie BuschOliver KarrasKurt SchneiderMaike Ahrens,Requirements Engineering: Foundation for Software Quality,2020,,,,,,,,10.1007/978-3-030-44429-7_19,http://link.springer.com/chapter/10.1007/978-3-030-44429-7_19,
Deep Generation of Coq Lemma Names Using Elaborated Terms,0,Pengyu NieKarl PalmskogJunyi Jessy LiMilos Gligoric,Automated Reasoning,2020,,,,,,,,10.1007/978-3-030-51054-1_6,http://link.springer.com/chapter/10.1007/978-3-030-51054-1_6,
Transforming Diagramsâ€™ Semantics toÂ Text for Visually Impaired,0,Charlie CrossDeniz CetinkayaHuseyin Dogan,"Design, User Experience, and Usability. Interaction Design",2020,,,,,,,,10.1007/978-3-030-49713-2_24,http://link.springer.com/chapter/10.1007/978-3-030-49713-2_24,
The Telecommunication Data Cockpit â€“ Full Control for the Household Community,0,Gerald EichlerClaudia PohlinkWolfgang Kurz,Innovations for Community Services,2020,,,,,,,,10.1007/978-3-030-37484-6_1,http://link.springer.com/chapter/10.1007/978-3-030-37484-6_1,
Dataset Management Using Metadata,0,David Milward,Model-Driven Engineering and Software Development,2020,,,,,,,,10.1007/978-3-030-37873-8_7,http://link.springer.com/chapter/10.1007/978-3-030-37873-8_7,
On Identifying Similarities in Git Commit Trendsâ€”A Comparison Between Clustering and SimSAX,0,Miroslaw OchodekMiroslaw StaronWilhelm Meding,Software Quality: Quality Intelligence in Software and Systems Engineering,2020,,,,,,,,10.1007/978-3-030-35510-4_7,http://link.springer.com/chapter/10.1007/978-3-030-35510-4_7,
Development and Operation of Trustworthy Smart IoT Systems: The ENACT Framework,0,Nicolas FerryJacek DominiakAnne GallonElena GonzÃ¡lezEider IturbeStÃ©phane LavirotteSaturnino MartinezAndreas MetzgerVictor MuntÃ©s-MuleroPhu H. NguyenAlexander PalmAngel RegoErkuden RiosDiego RivieraArnor SolbergHui Song,Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment,2020,,,,,,,,10.1007/978-3-030-39306-9_9,http://link.springer.com/chapter/10.1007/978-3-030-39306-9_9,
A Meta-Language Approach for Machine Learning,0,Nicholas CaporussoTrent HelmsPeng Zhang,"Advances in Artificial Intelligence, Software and Systems Engineering",2020,,,,,,,,10.1007/978-3-030-20454-9_19,http://link.springer.com/chapter/10.1007/978-3-030-20454-9_19,
Teaching DevOps in Academia and Industry: Reflections and Vision,0,Evgeny BobrovAntonio BucchiaroneAlfredo CapozuccaNicolas GuelfiManuel MazzaraSergey Masyagin,Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment,2020,,,,,,,,10.1007/978-3-030-39306-9_1,http://link.springer.com/chapter/10.1007/978-3-030-39306-9_1,
A Programmerâ€™s Text Editor for a Logical Theory: The SUMOjEdit Editor (System Description),0,Adam Pease,Automated Reasoning,2020,,,,,,,,10.1007/978-3-030-51054-1_31,http://link.springer.com/chapter/10.1007/978-3-030-51054-1_31,
Comparing mutation coverage against branch coverage in an industrial setting,0,Ali ParsaiSerge Demeyer,International Journal on Software Tools for Technology Transfer,2020,,,,,,,,10.1007/s10009-020-00567-y,http://link.springer.com/article/10.1007/s10009-020-00567-y,
Automated synthesis of local time requirement for service composition,0,Ã‰tienne AndrÃ©Tian Huat TanManman ChenShuang LiuJun SunYang LiuJin Song Dong,Software and Systems Modeling,2020,,,,,,,,10.1007/s10270-020-00787-5,http://link.springer.com/article/10.1007/s10270-020-00787-5,
Early-stage analysis of cyber-physical production systems through collaborative modelling,0,Mihai NeghinaConstantin-Bala ZamfirescuKen Pierce,Software and Systems Modeling,2020,,,,,,,,10.1007/s10270-019-00753-w,http://link.springer.com/article/10.1007/s10270-019-00753-w,
Preface,0,Wen-Guang ChenYing-Wei LuoGuang-Yu Sun,Journal of Computer Science and Technology,2020,,,,,,,,10.1007/s11390-020-0003-7,http://link.springer.com/article/10.1007/s11390-020-0003-7,
Grand challenges in model-driven engineering: an analysis of the state of the research,0,Antonio BucchiaroneJordi CabotRichard F. PaigeAlfonso Pierantonio,Software and Systems Modeling,2020,,,,,,,,10.1007/s10270-019-00773-6,http://link.springer.com/article/10.1007/s10270-019-00773-6,
Metric-centered and technology-independent architectural views for software comprehension,0,Luis F. MendivelsoKelly GarcÃ©sRubby Casallas,Journal of Software Engineering Research and Development,2018,,,,,,,,10.1186/s40411-018-0060-6,http://link.springer.com/article/10.1186/s40411-018-0060-6,
Investigating the effectiveness of peer code review in distributed software development based on objective and subjective data,0,Eduardo Witter dos SantosIngrid Nunes,Journal of Software Engineering Research and Development,2018,,,,,,,,10.1186/s40411-018-0058-0,http://link.springer.com/article/10.1186/s40411-018-0058-0,
On the benefits and challenges of using kanban in software engineering: a structured synthesis study,0,Paulo SÃ©rgio Medeiros dos SantosAlessandro Caetano BeltrÃ£oBruno PedraÃ§a de SouzaGuilherme Horta Travassos,Journal of Software Engineering Research and Development,2018,,,,,,,,10.1186/s40411-018-0057-1,http://link.springer.com/article/10.1186/s40411-018-0057-1,
An approach for applying Test-Driven Development (TDD) in the development of randomized algorithms,0,AndrÃ© A. S. IvoEduardo M. GuerraSandy M. PortoJoelma ChomaMarcos G. Quiles,Journal of Software Engineering Research and Development,2018,,,,,,,,10.1186/s40411-018-0053-5,http://link.springer.com/article/10.1186/s40411-018-0053-5,
Discovering undocumented knowledge through visualization of agile software development activities,0,Shinobu SaitoYukako IimuraAaron K. MasseyAnnie I. AntÃ³n,Requirements Engineering,2018,,,,,,,,10.1007/s00766-018-0291-4,http://link.springer.com/article/10.1007/s00766-018-0291-4,
System dynamics modelling of the impact of agile practice on the quality of continuous delivery projects,0,Olumide Akerele,Innovations in Systems and Software Engineering,2018,,,,,,,,10.1007/s11334-017-0296-z,http://link.springer.com/article/10.1007/s11334-017-0296-z,
Empirical Research in Software Engineering â€” A Literature Survey,0,Li ZhangJia-Hao TianJing JiangYi-Jun LiuMeng-Yuan PuTao Yue,Journal of Computer Science and Technology,2018,,,,,,,,10.1007/s11390-018-1864-x,http://link.springer.com/article/10.1007/s11390-018-1864-x,
