Title,S1,Authors,Year,Pages,Document Type,DOI,Link,Keywords,Abstract,Source title,Conference name,Conference date,Conference location,Conference code,Sponsors,Cited by,Publication Stage,Open Access
One Block on Top of the Other: Using Minetest to Teach Scrum,,Steghofer J.-P.; Burden H.,2022,10,Conference paper,10.1109/ICSE-SEET55299.2022.9794186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132373552&doi=10.1109%2fICSE-SEET55299.2022.9794186&partnerID=40&md5=210d7a37d2eea69f14dd5eb66d984976,• Social and professional topics ? Adult education.; • Software and its engineering ? Agile software development;,"Teaching Scrum using Lego has been an established teaching technique for years. However, the COVID-19 pandemic forced teachers all over the globe to rethink this valuable teaching tool. In this experience report, we show how we transferred our version of a Lego Scrum workshop into the world of Minetest, an open-source variant of Minecraft. We detail our reasoning, the concrete technical and pedagogical challenges, as well as experiences and reflections from the students, us as teachers, our peers, and theoretical frameworks. Finally, we share our materials to enable other teachers to use this new tool.  © 2022 IEEE.",Proceedings - International Conference on Software Engineering,"44th ACM/IEEE International Conference on Software Engineering: Software Engineering Education and Training, ICSE-SEET 2022",22 May 2022 through 27 May 2022,Pittsburgh,180126,ACM and its Special Interest Group on Software Engineering (SIGSOFT); IEEE CS and its Technical Committee on Software Engineering (TCSE),2,Final,All Open Access; Bronze Open Access
Design of a Mobile Application to encourage Women's participation in STEM careers,,Ahumada V.; Penabaena-Niebles R.; Salatarin J.; Amaris S.,2022,,Conference paper,10.1109/JICV56113.2022.9934323,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143066214&doi=10.1109%2fJICV56113.2022.9934323&partnerID=40&md5=8d6a2455f18bc29d2764dd6412982d8f,design; m-learning; mobile application; stem career,"STEM careers are constantly facing challenges and changes, but currently, the main problem lies in the low participation of women worldwide. From the above mentioned, the purpose of this project was born, which seeks to solve this problem through a mobile application that motivates and develops skills and knowledge about STEM. This application has two interactive modules to obtain a more significant attraction in girls. The first is called 'Motivate yourself', which contains videos and motivational phrases to publicize the experiences of successful and empowered women who have studied STEM. On the other hand, the second module, 'Learn while playing', provides us with various interactive games that test their knowledge to enrich the girls' learning about STEM-related topics. These modules were created based on the M-Learning method that focuses on learning through digital platforms. While for the application's architecture, the Scrum methodology is used, which is based on fulfilling tasks with a development team for short periods called 'Sprints,' using the open-source software React Native with its JavaScript programming language. After developing this application, a pilot test was implemented where the design and content were evaluated, and corrections and improvements were implemented according to the results. Finally, it was possible to create a motivational tool for adolescent girls who are often afraid of studying careers of this type, either because of a lack of knowledge or because they do not feel they have the skills to carry them out.  © 2022 IEEE.",Proceedings - JICV 2022: 12th International Conference on Virtual Campus,"12th International Conference on Virtual Campus, JICV 2022",29 September 2022 through 30 September 2022,Arequipa,184356,,0,Final,
A Versatile Dataset of Agile Open Source Software Projects,,Tawosi V.; Al-Subaihin A.; Moussa R.; Sarro F.,2022,4,Conference paper,10.1145/3524842.3528029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134059219&doi=10.1145%2f3524842.3528029&partnerID=40&md5=1dc0988eb23a817ada18c1e21b7e4528,Agile Development; Data Mining; Open-Source Software,"Agile software development is nowadays a widely adopted practise in both open-source and industrial software projects. Agile teams typically heavily rely on issue management tools to document new issues and keep track of outstanding ones, in addition to storing their technical details, effort estimates, assignment to developers, and more. Previous work utilised the historical information stored in issue management systems for various purposes; however, when researchers make their empirical data public, it is usually relevant solely to the study's objective. In this paper, we present a more holistic and versatile dataset containing a wealth of information on more than half a million issues from 44 open-source Agile software, making it well-suited to several research avenues, and cross-analyses therein, including effort estimation, issue prioritization, issue assignment and many more. We make this data publicly available on GitHub to facilitate ease of use, maintenance, and extensibility. © 2022 ACM.","Proceedings - 2022 Mining Software Repositories Conference, MSR 2022","2022 Mining Software Repositories Conference, MSR 2022",23 May 2022 through 24 May 2022,Pittsburgh,180246,Association for Computing Machinery (ACM); IEEE Computer Society; JetBrains; Special Interest Group on Software Engineering (ACM SIGSOFT); Technical Council on Software Engineering (IEEE TCSE),2,Final,All Open Access; Bronze Open Access; Green Open Access
Ultra-Lean Premixed Turbulent Combustion: Challenges of RANS Modelling,,Sforza L.; Abdelwahid S.; Lucchini T.; Onorati A.,2022,,Article,10.3390/en15165947,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137680365&doi=10.3390%2fen15165947&partnerID=40&md5=c9ff124fd77531593eb0d1ff122dfcbb,CFD; CFM; FAM; flamelet; premixed turbulent combustion; RANS; ultra-lean combustion,"The main challenge of improving spark ignition (SI) engines to achieve ever increasing thermal efficiencies and near-zero pollutant emissions today concerns developing turbulent combustion under homogeneous ultra-lean premixed mixtures (HULP). This continuous shift of the lean operation limit entails questions on the applicability limits of the combustion models used to date for SI engine design and optimization. In this work, an assessment of flamelet-based models, widely used in RANS SI engines simulations of premixed turbulent combustion, is carried out using an open-source 3D-CFD platform to clarify the applicability limits on HULP mixtures. Two different consolidated approaches are selected: the Coherent Flame Model (CFM) and the Flame Area Model (FAM). Both methodologies are embedded by the authors into the same numerical structure and compared against measurements over a simplified and controlled flame configuration, which is representative of engine-like conditions. The experimental steady-state flame of type “A” of the Darmstadt Turbulent Stratified Flame (TSF) burner is selected for the assessment. This configuration is characterized by flame measurements over a strong shear and mixing layer between the central high-speed CH (Formula presented.) -air jet and the surrounding slow air co-flow, hence, it represents an interesting controlled condition to study turbulent HULP mixtures. A comparison between computed results and experimental data on trends of mean flow velocity, turbulence, temperature and mixture stratification was carried out. This enabled us to assess that the investigated flamelet-based combustion models failed in providing accurate and reliable results when the flame approaches turbulent HULP mixture conditions, demonstrating the urgency to develop models able to fill this gap. © 2022 by the authors.",Energies,,,,,,2,Final,All Open Access; Gold Open Access
The Agile Semester: How We Used Agile as an Engagement Mechanism,,Griffin L.; O’Farrell B.; Dunphy C.; Windle P.; De Leastar E.,2022,23,Book chapter,10.1007/978-981-19-3517-6_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161135386&doi=10.1007%2f978-981-19-3517-6_7&partnerID=40&md5=2c475717afddbe5268bb3d785097219c,Agile; Agile semester; Community building; Education; Insights; Learning experience platform; Student engagement; Student experience; Tutors; TutorsLive; TutorStack; TutorsTime,"Red Hat is a global leader in open source technology and Agile transformations in distributed environments. Waterford Institute of Technology (WIT) is a college that launched a world leading ICT conversion course—the HDip in Computer Science, delivered exclusively online. Red Hat partnered with WIT to help shape the evolution of the delivery of the HDip over the last 5 years. This chapter shares industry best practices for remote Agile practice and highlights the pitfalls in remote engagement, and cultural change. The adoption of the Scrum framework and its impact on the people and processes is outlined and key lean tools are highlighted. This case study views Agile adoption and implementation through the lens of several years of delivery of an online programme, exploring the drivers for engagement from personnel, instructors, and students; prioritising individuals and interactions over processes and tools; how value is delivered incrementally, and the paradigm shift required from established education system norms in delivering a new approach—The Agile Semester. The creation and use of tooling to support this approach, and its alignment with educational theories is discussed; the TutorStack framework, and the Tutors open source project. Three Insight adaptors for TutorsTime—Lab Progress, Academic Calendar Activity, and Semester Profile—are examined, highlighting their benefits over current practice. Key examples of the importance of community building, the student experience, and agile delivery and planning in education are explored. An educational lens is applied to The Agile Manifesto. Conclusions and future work are outlined. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.2022.","Industry Practices, Processes and Techniques Adopted in Education: Supporting Innovative Teaching and Learning Practice",,,,,,0,Final,
PBPK Modeling to Simulate the Fate of Compounds in Living Organisms,,Bois F.Y.; Tebby C.; Brochot C.,2022,27,Book chapter,10.1007/978-1-0716-1960-5_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125003610&doi=10.1007%2f978-1-0716-1960-5_2&partnerID=40&md5=a31d3b533d08df022c7934cfced5c3f1,"1,3-Butadiene; Monte Carlo simulations; Numerical integration; PBPK; R software","Pharmacokinetics study the fate of xenobiotics in a living organism. Physiologically based pharmacokinetic (PBPK) models provide realistic descriptions of xenobiotics’ absorption, distribution, metabolism, and excretion processes. They model the body as a set of homogeneous compartments representing organs, and their parameters refer to anatomical, physiological, biochemical, and physicochemical entities. They offer a quantitative mechanistic framework to understand and simulate the time-course of the concentration of a substance in various organs and body fluids. These models are well suited for performing extrapolations inherent to toxicology and pharmacology (e.g., between species or doses) and for integrating data obtained from various sources (e.g., in vitro or in vivo experiments, structure–activity models). In this chapter, we describe the practical development and basic use of a PBPK model from model building to model simulations, through implementation with an easily accessible free software. © 2022, The Author(s), under exclusive license to Springer Science+Business Media, LLC, part of Springer Nature.",Methods in Molecular Biology,,,,,,0,Final,
DeltaFuzz: Historical Version Information Guided Fuzz Testing,,Zhang J.-M.; Cui Z.-Q.; Chen X.; Wu H.-H.; Zheng L.-W.; Liu J.-B.,2022,20,Article,10.1007/s11390-021-1663-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125335128&doi=10.1007%2fs11390-021-1663-7&partnerID=40&md5=08567c793d13007af87dab3b0268b2a1,change impact analysis; fitness function; fuzz testing; regression testing,"With the widespread use of agile software development methods, such as agile and scrum, software is iteratively updated more frequently. To ensure the quality of the software, regression testing is conducted before new versions are released. Moreover, to improve the efficiency of regression testing, testing efforts should be concentrated on the modified and impacted parts of a program. However, the costs of manually constructing new test cases for the modified and impacted parts are relatively expensive. Fuzz testing is an effective method for generating test data automatically, but it is usually devoted to achieving higher code coverage, which makes fuzz testing unsuitable for direct regression testing scenarios. For this reason, we propose a fuzz testing method based on the guidance of historical version information. First, the differences between the program being tested and the last version are analyzed, and the results of the analysis are used to locate change points. Second, change impact analysis is performed to find the corresponding impacted basic blocks. Finally, the fitness values of test cases are calculated according to the execution traces, and new test cases are generated iteratively by the genetic algorithm. Based on the proposed method, we implement a prototype tool DeltaFuzz and conduct experiments on six open-source projects. Compared with the fuzzing tool AFLGo, AFLFast and AFL, DeltaFuzz can reach the target faster, and the time taken by DeltaFuzz was reduced by 20.59%, 30.05% and 32.61%, respectively. © 2022, Institute of Computing Technology, Chinese Academy of Sciences.",Journal of Computer Science and Technology,,,,,,1,Final,
A Mixed Reality Teaching Course for Formal Higher Education,,Hensen B.; Klamma R.,2022,,Conference paper,10.23919/iLRN55037.2022.9815961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134764865&doi=10.23919%2fiLRN55037.2022.9815961&partnerID=40&md5=fab12c272baaed13faebb5e353dbfa56,augmented reality; curriculum; education; mixed reality; workplace training,"The advancements of mixed reality technologies enable a productive application of mixed reality in various fields. This increases the demand for skilled mixed reality developers. Current curricula do not offer dedicated mixed reality courses in higher education that provide the necessary competences. We demonstrate a lab course for mixed reality software engineering in a bachelor program at a technical university with its learning goals and the identified skills to support future mixed reality computer scientists. The course was conducted five times over two and a half years with a total of 38 students. In all instances, the same open-source software project was used as a boundary object to train agile software engineering, mixed reality development competences, and presentation skills. As the course teaches state-of-the-art agile workflows, its aim is to prepare students for scientific projects, a bachelor thesis and industry training scenarios in mixed reality. © 2022 Immersive Learning Research Network.","Proceedings of 2022 8th International Conference of the Immersive Learning Research Network, iLRN 2022","8th International Conference of the Immersive Learning Research Network, iLRN 2022",30 May 2022 through 4 June 2022,"Virtual, Vienna",180846,"FH University of Applied Sciences, BFI Vienna; Graz University of Technology (TU); Virbela",0,Final,
Agile Development and Rapid Prototyping in a Flying Mission with Open-Source Software Reuse On-Board the OPS-SAT Spacecraft,,Evans D.; Labrèche G.; Mladenov T.; Marszk D.; Shiradhonkar V.; Zelenevskiy V.,2022,,Conference paper,10.2514/6.2022-0648,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123164983&doi=10.2514%2f6.2022-0648&partnerID=40&md5=1187eb83526bf4264078853c1e3ffa79,,"OPS-SAT is a 3U European Space Agency (ESA) CubeSat mission designed exclusively to demonstrate ground-breaking satellite and ground control software under real flight conditions. Conceived to break the ""has never flown, will never fly"" cycle, the spacecraft has spearheaded many firsts, one of which is a new paradigm to on-board software by introducing the concept of ""apps"" in space. These apps can be easily developed, debugged, tested, deployed, and updated at any time without causing major problems to the spacecraft. Apps run on an embedded 32-bit distribution of Linux on top of the Satellite Experimental Processing Platform (SEPP); a powerful processor with sufficient on-board memory to carry out advanced software and hardware experiments. The SEPP’s compute power and Linux operating system opens the door to open-source software reuse within the realms of Python, Java, C, C++, and BusyBox. During LEOP and Commissioning, the Flight Control Team (FCT) quickly learned how to leverage this enabling environment for operational purposes. Open-source software libraries and frameworks originally developed for terrestrial applications in mobile, embedded, and Internet of Things devices have been reused in apps and procedures deployed to the spacecraft. Apps that build on top of open technologies with strong industry heritage significantly reduce implementation and validation efforts while allowing for more sophisticated solutions to be developed. This paper presents case studies on how the FCT leveraged open-source technologies to bring their software ideas from concept to in-flight operations in a matter of a few weeks; effectively introducing Agile best practices and rapid prototyping to a flying mission’s on-board software development process. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.","AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022","AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022",3 January 2022 through 7 January 2022,San Diego,270339,,2,Final,
SwarmMap: Scaling Up Real-time Collaborative Visual SLAM at the Edge,,Xu J.; Cao H.; Yang Z.; Shangguan L.; Zhang J.; He X.; Liu Y.,2022,16,Conference paper,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140883975&partnerID=40&md5=6aba34187d5ae0df3b4db901b81119f8,,"The Edge-based Multi-agent visual SLAM plays a key role in emerging mobile applications such as search-and-rescue, inventory automation, and industrial inspection. This algorithm relies on a central node to maintain the global map and schedule agents to execute their individual tasks. However, as the number of agents continues growing, the operational overhead of the visual SLAM system such as data redundancy, bandwidth consumption, and localization errors also scale, which challenges the system scalability. In this paper, we present the design and implementation of SwarmMap, a framework design that scales up collaborative visual SLAM service in edge offloading settings. At the core of SwarmMap are three simple yet effective system modules - a change log-based server-client synchronization mechanism, a priority-aware task scheduler, and a lean representation of the global map that work hand-in-hand to address the data explosion caused by the growing number of agents. We make SwarmMap compatible with the robotic operating system (ROS) and open-source it. Existing visual SLAM applications could incorporate SwarmMap to enhance their performance and capacity in multi-agent scenarios. Comprehensive evaluations and a three-month case study at one of the world's largest oil fields demonstrate that SwarmMap can serve 2× more agents (>20 agents) than the state of the arts with the same resource overhead, meanwhile maintaining an average trajectory error of 38cm, outperforming existing works by >55%. © 2022 by The USENIX Association. All Rights Reserved.","Proceedings of the 19th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2022","19th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2022",4 April 2022 through 6 April 2022,Renton,183230,Amazon; ByteDance; et al.; Meta; Siemens; USENIX Association,6,Final,
Nonlinear combustion instability analysis of a bluff body burner based on the flame describing function,,Lu Y.; Xiao Y.; Wu J.; Chen L.,2022,14,Article,10.1177/09544100211044021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121323087&doi=10.1177%2f09544100211044021&partnerID=40&md5=53474e4b0051b111e74d84a2b1d6485b,combustion instability; flame describing function; large eddy simulation; OpenFOAM,"Lean premixed combustion is a common form of combustion organization in power equipment and propulsion systems. In order to understand the dynamic characteristics of lean premixed flame and predict and control its combustion instability, it is necessary to obtain its flame describing function (FDF). Based on the open source CFD toolbox, OpenFOAM, the dynamic K-equation model, and the finite rate Partially Stirred Reactor (PaSR) model were used to perform large eddy simulations (LES) of lean premixed combustion, and the response of the unsteady heat release rate to single-frequency harmonic disturbances was studied. The response of the unsteady heat release rate was characterized by the FDF, and the response of the unsteady heat release rate to the two-frequency harmonic disturbance was studied. The results show that the quantitative heat release rate response and flame dynamics have very proper accuracy. In the single-frequency harmonic disturbance, as the forcing frequency increases, the curling behavior of the flame surface and the instantaneous vortex structure change; the nonlinear kinematics effect is manifested by the entrainment of the vortex. At lower forcing frequencies, the heat release response changes linearly with the increase of forcing amplitude; at intermediate frequencies, the heat release response exhibits obvious nonlinear behavior; at high frequencies, the heat release response to amplitude changes decreases. The introduction of the second harmonic disturbance will significantly reduce the response range of the total heat release rate and make the combustion more stable. © IMechE 2021.","Proceedings of the Institution of Mechanical Engineers, Part G: Journal of Aerospace Engineering",,,,,,0,Final,
On the Relationship Between Story Points and Development Effort in Agile Open-Source Software,,Tawosi V.; Moussa R.; Sarro F.,2022,11,Conference paper,10.1145/3544902.3546238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139842211&doi=10.1145%2f3544902.3546238&partnerID=40&md5=483c63732d5cf0b24b0676ca058dc4fe,Agile software; Software effort estimation; Story Point,"Background: Previous work has provided some initial evidence that Story Point (SP) estimated by human-experts may not accurately reflect the effort needed to realise Agile software projects. Aims: In this paper, we aim to shed further light on the relationship between SP and Agile software development effort to understand the extent to which human-estimated SP is a good indicator of user story development effort expressed in terms of time needed to realise it. Method: To this end, we carry out a thorough empirical study involving a total of 37,440 unique user stories from 37 different open-source projects publicly available in the TAWOS dataset. For these user stories, we investigate the correlation between the issue development time (or its approximation when the actual time is not available) and the SP estimated by human-expert by using three widely-used correlation statistics (i.e., Pearson, Kendall and Spearman). Furthermore, we investigate SP estimations made by the human-experts in order to assess the extent to which they are consistent in their estimations throughout the project, i.e., we assess whether the development time of the issues is proportionate to the SP assigned to them. Results: The average results across the three correlation measures reveal that the correlation between the human-expert estimated SP and the approximated development time is strong for only 7% of the projects investigated, and medium (58%) or low (35%) for the remaining ones. Similar results are obtained when the actual development time is considered. Our empirical study also reveals that the estimation made is often not consistent throughout the project and the human estimator tends to misestimate in 78% of the cases. Conclusions: Our empirical results suggest that SP might not be an accurate indicator of opensource Agile software development effort expressed in terms of development time. The impact of its use as an indicator of effort should be explored in future work, for example as a cost-driver in automated effort estimation models or as the prediction target.  © 2022 Association for Computing Machinery.",International Symposium on Empirical Software Engineering and Measurement,"16th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement, ESEM 2022",18 September 2022 through 23 September 2022,Helsinki,182874,,2,Final,
Collaborative experience between scientific software projects using Agile Scrum development,,Baxter A.L.; BenZvi S.Y.; Bonivento W.; Brazier A.; Clark M.; Coleiro A.; Collom D.; Colomer-Molla M.; Cousins B.; Delgado Orellana A.; Dornic D.; Ekimtcov V.; ElSayed S.; Gallo Rosso A.; Godwin P.; Griswold S.; Habig A.; Hill R.; Horiuchi S.; Howell D.A.; Johnson M.W.G.; Jurić M.; Kneller J.P.; Kopec A.; Kopper C.; Kulikovskiy V.; Lamoureux M.; Lang R.F.; Li S.; Lincetto M.; Lindstrom L.; Linvill M.W.; McCully C.; Migenda J.; Milisavljevic D.; Nelson S.; Novoseltseva R.; O'Sullivan E.; Petravick D.; Pointon B.W.; Raj N.; Renshaw A.; Rumleskie J.; Sonley T.; Tapia R.; Tseng J.C.L.; Tunnell C.D.; Vannoye G.; Vigorito C.F.; Virtue C.J.; Weaver C.; Weil K.E.; Winslow L.; Wolski R.; Xu X.J.; Xu Y.,2022,,Article,10.1002/spe.3120,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135158068&doi=10.1002%2fspe.3120&partnerID=40&md5=c6d617c63b963b66dab80eadc3f984cd,Agile; cyberinfrastructure; multimessenger astrophysics; scientific computing; software development,"Developing sustainable software for the scientific community requires expertise in software engineering and domain science. This can be challenging due to the unique needs of scientific software, the insufficient resources for software engineering practices in the scientific community, and the complexity of developing for evolving scientific contexts. While open-source software can partially address these concerns, it can introduce complicating dependencies and delay development. These issues can be reduced if scientists and software developers collaborate. We present a case study wherein scientists from the SuperNova Early Warning System collaborated with software developers from the Scalable Cyberinfrastructure for Multi-Messenger Astrophysics project. The collaboration addressed the difficulties of open-source software development, but presented additional risks to each team. For the scientists, there was a concern of relying on external systems and lacking control in the development process. For the developers, there was a risk in supporting a user-group while maintaining core development. These issues were mitigated by creating a second Agile Scrum framework in parallel with the developers' ongoing Agile Scrum process. This Agile collaboration promoted communication, ensured that the scientists had an active role in development, and allowed the developers to evaluate and implement the scientists' software requirements. The collaboration provided benefits for each group: the scientists actuated their development by using an existing platform, and the developers utilized the scientists' use-case to improve their systems. This case study suggests that scientists and software developers can avoid scientific computing issues by collaborating and that Agile Scrum methods can address emergent concerns. © 2022 The Authors. Software: Practice and Experience published by John Wiley & Sons Ltd.",Software - Practice and Experience,,,,,,1,Article in press,All Open Access; Green Open Access
Experimental Pipeline (Expipe): A Lightweight Data Management Platform to Simplify the Steps From Experiment to Data Analysis,,Lepperød M.E.; Dragly S.-A.; Buccino A.P.; Mobarhan M.H.; Malthe-Sørenssen A.; Hafting T.; Fyhn M.,2020,,Article,10.3389/fninf.2020.00030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089217997&doi=10.3389%2ffninf.2020.00030&partnerID=40&md5=015472d6ac5775883b3be8bdb80456a5,analysis; data base (DB); data management; data sharing; open source software (OSS); Python (programming language),"As experimental neuroscience is moving toward more integrative approaches, with a variety of acquisition techniques covering multiple spatiotemporal scales, data management is becoming increasingly challenging for neuroscience laboratories. Often, datasets are too large to practically be stored on a laptop or a workstation. The ability to query metadata collections without retrieving complete datasets is therefore critical to efficiently perform new analyses and explore the data. At the same time, new experimental paradigms lead to constantly changing specifications for the metadata to be stored. Despite this, there is currently a serious lack of agile software tools for data management in neuroscience laboratories. To meet this need, we have developed Expipe, a lightweight data management framework that simplifies the steps from experiment to data analysis. Expipe provides the functionality to store and organize experimental data and metadata for easy retrieval in exploration and analysis throughout the experimental pipeline. It is flexible in terms of defining the metadata to store and aims to solve the storage and retrieval challenges of data/metadata due to ever changing experimental pipelines. Due to its simplicity and lightweight design, we envision Expipe as an easy-to-use data management solution for experimental laboratories, that can improve provenance, reproducibility, and sharing of scientific projects. © Copyright © 2020 Lepperød, Dragly, Buccino, Mobarhan, Malthe-Sørenssen, Hafting and Fyhn.",Frontiers in Neuroinformatics,,,,,,4,Final,All Open Access; Gold Open Access; Green Open Access
FASTEN.Safe: A Model-Driven Engineering Tool to Experiment with Checkable Assurance Cases,,Cârlan C.; Ratiu D.,2020,8,Conference paper,10.1007/978-3-030-54549-9_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090096108&doi=10.1007%2f978-3-030-54549-9_20&partnerID=40&md5=c3e76fd8225edeb55ea8096f64ca4301,Assurance cases; GSN; Language engineering; NuSMV,"The Goal Structuring Notation (GSN) is popular among safety engineers for modeling assurance cases. GSN elements are specified using plain natural language text, this giving safety engineers great flexibility to express their arguments. However, pure textual arguments introduce ambiguities and prevent automation. Currently, assurance cases are verified by manual reviews, which are error prone, time consuming, and not adequate for today’s systems complexity and agile development methodologies. In this paper we present our research tool FASTEN.Safe, which extends GSN with a set of higher-level modeling language constructs capturing recurring argumentation patterns and integrating formal system models. This allows automatically checking 1) the intrinsic consistency of assurance models, 2) the consistency of arguments with system models and 3) the verification of safety claims themselves by using external verification tools. FASTEN.Safe is open source and allows experimenting with language abstractions to bridge the world of GSN-based arguments that are common among safety engineers and the world of formal methods that enable automation. Last but not least, we report on the preliminary experience gained with FASTEN.Safe. © 2020, Springer Nature Switzerland AG.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),"39th International Conference on Computer Safety, Reliability and Security, SAFECOMP 2020",16 September 2020 through 18 September 2020,Lisbon,243989,,3,Final,
Finding correlated biclusters from microarray data using the modified lift algorithm based on new residue score,,Bustamam A.; Formalidin S.; Siswantining T.; Rustam Z.,2020,17,Article,10.1504/IJDMB.2020.113691,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102903482&doi=10.1504%2fIJDMB.2020.113691&partnerID=40&md5=21e55cc6bfaf6c3a3adf2bf217144a6f,Correlated bicluster; Diabetes mellitus; Microarray data; MLA; Modified lift algorithm; R software,"The purpose of this research is to find a strong correlation between genes and conditions of diabetes mellitus gene expression data from obese and lean people using three-phase biclustering. The first step is to use Singular Value Decomposition (SVD) to decompose matrix gene expression data into two global-based gene and condition matrices. The second step is to use Partition around Medoid (PAM) to cluster gene and condition-based matrices using Euclidean distance, forming several biclusters that were further evaluated using the Modified Lift Algorithm based on Pearson correlation, which is a very appropriate method to detect an additive-multiplicative bicluster type. The algorithm processes are run using open-source R software. The resulting biclusters of the proposed algorithm having a strong correlation among genes and samples are obtained so that the method has high potential in future medical research. Copyright © 2020 Inderscience Enterprises Ltd.",International Journal of Data Mining and Bioinformatics,,,,,,3,Final,
Improving bull services success rate of the philippine carabao center-visayas state university through information and descriptive analytics system,,Rola J.B.; Sta. Romana C.L.C.; Feliscuzo L.S.; Lopez I.F.M.,2020,10,Article,10.5373/JARDCS/V12SP1/20201059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079865367&doi=10.5373%2fJARDCS%2fV12SP1%2f20201059&partnerID=40&md5=6463a742b730c23ec6eb07ed1bd02833,Animal Agriculture Descriptive Analytics; Bull Efficiency; Bull Services Data Mining; Success Rate; Web-Based Information System,"One of the responsible Philippine government organizations in animal propagation is the Philippine Carabao Center (PCC). The PCC-Visay as State University (PCC-VSU),one of the 12 regional centers gears towards better nutrition, better income and improved-general welfare of the rural animal farming families. One of its services is the bull service or the natural mating by purebred male carabao. PCC-VSU has no central data repository for bull services as data are stored in different electronic spreadsheets in different desktop computers. Spreadsheet data are substantially growing and the center is meeting speed and stability problems; hence, the need to enhance the bull services data recording and report generation by establishing a web-based information and descriptive analytics system. The purpose of this system is to help increase the success rates of bull services. The system was developed using agile development model. Open source software like MySQL, PHP, HTML, and Chart JS were employed in the implementation. Knowledge Discovery in Databases (KDD) was performed in extracting patterns, relationship and useful information. The statistical reports that are generated effectively and efficiently can assist the center in the program development planning and implementation. The International Organization for Standardization (ISO) 9126 standard was used in the evaluation where results revealed a 4.22 overall mean equivalent to the descriptive interpretation strongly Agree. Despite of this, there is a need to include predictive analyses of success rates, calf gender, at risk of lower efficiency bulls, and more analyses on dams. © 2020, Institute of Advanced Scientific Research, Inc.. All rights reserved.",Journal of Advanced Research in Dynamical and Control Systems,,,,,,0,Final,
Integrating sustainability in a quality management course,,Asgarpoor J.S.,2020,,Conference paper,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101644550&partnerID=40&md5=ca94fe0d2ccff6f6c7ace42dd76e3882,Operations management; Quality management; Sustainability,"In 1992 at the United Nations Earth Summit in Rio de Janeiro, a declaration by the US engineering community and the National Academy of Engineers endorsed a commitment to engineering sustainable development (ESD). While great effort has been made over these years to incorporate sustainability into engineering education, progress has been slow, and to date most engineering curricula have little to no formal sustainability component. This paper discusses the process and some details of infusing sustainability into a Quality Management course during Spring 2020 term. Although the main topic of the course is not sustainability, objectives were added for the sustainability component of the course. The purpose of this undertaking is to help students understand the role engineering profession plays in sustainability, to create awareness, interest, and commitment to ESD, and to make the connection between lean, green Six Sigma and ESD. Sustainability resources include instructor lectures, journal articles, blogs and podcasts, TED Talks, and open-source videos. Course activities that engage students in the topic are several group discussions, a quiz, instructional videos, and an opportunity to develop a systems diagram and later work within a group to consolidate and expand the diagram based on contributions from the team. Additionally, the course project gives student an option to adopt a topic related to sustainability. To inform the decision of whether the sustainability infusion in this course should be continued in future semesters, informal feedback surveys from students was collected to determine efficacy, interest, and satisfaction level. Copyright, American Society for Engineering Management, 2020.","ASEM 41st International Annual Conference Proceedings ""Leading Organizations through Uncertain Times""",41st International Annual Conference of the American Society for Engineering Management: Leading Organizations through Uncertain Times,28 October 2020 through 30 October 2020,"Virtual, Online",166857,,0,Final,
